id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6300,6300,6300, 36 months,7.34,195.51,A,A4,Surgical Technician ,2 years,MORTGAGE,60000,Not Verified,Mar-2018,Current,n,,,car,Car financing,852xx,AZ,16.78,0,Jan-1997,0,49,,12,0,2760,6.9,23,w,4519.48,4519.48,2148.04,2148.04,1780.52,367.52,0.0,0.0,0.0,Feb-2019,195.51,Mar-2019,Feb-2019,0,49,1,Individual,,,,0,0,178293,1,2,1,1,10,28394,62,1,4,2572,36,40000,6,0,2,7,14858,28740,8.8,0,0,116,253,8,3,2,8,,5,49,2,3,3,7,11,6,9,15,3,12,0,0,0,3,91.3,0,0,0,233505,31154,31500,45968,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,6.71,307.45,A,A3,Administrative Coordinator ,< 1 year,OWN,40000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,346xx,FL,8.04,0,Feb-2005,1,,,11,0,6520,16.9,23,w,7154.46,7154.46,3378.22,3378.22,2845.54,532.68,0.0,0.0,0.0,Feb-2019,307.45,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,153070,2,1,0,0,25,6888,65,3,7,4550,27,38600,0,7,3,7,13915,16886,27.8,0,0,148,157,2,2,2,4,,2,,0,2,3,4,8,2,9,19,3,11,0,0,0,3,100,25,0,0,190099,13408,23400,10649,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,12.61,360.87,C,C1,Vision Center Sales Associate,10+ years,MORTGAGE,27000,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,619xx,IL,79.64,0,Jul-2003,0,,,8,0,14424,84.8,24,w,13764.92,13764.92,3958.36,3958.36,2235.08,1723.28,0.0,0.0,0.0,Feb-2019,360.87,Mar-2019,Feb-2019,0,,1,Joint App,83000,35.86,Verified,0,204,83629,0,5,2,5,8,34003,46,0,0,4581,53,17000,5,7,4,5,10454,419,91.6,0,0,119,140,25,8,1,136,,4,,0,1,2,1,1,20,2,3,2,8,0,0,0,2,100,100,0,0,141994,48427,5000,73994,44989,Jul-2003,0,1,10,72.4,6,10,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 36 months,14.07,547.39,C,C3,Marketing Director,7 years,MORTGAGE,41100,Source Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,630xx,MO,23.94,0,Aug-1983,1,40,,20,0,17751,29.1,32,f,0.00,0.00,16081.2899999996,16081.29,16000.00,81.29,0.0,0.0,0.0,Apr-2018,16093.8,,Feb-2019,0,,1,Individual,,,,0,0,149356,1,1,0,1,15,14656,78,1,3,3127,41,61100,0,0,1,5,7861,31741,34.4,0,0,164,415,6,6,4,6,40,6,40,0,10,11,13,15,5,18,23,11,20,0,0,0,1,93.8,38.5,0,0,199796,32407,48400,18696,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,11.98,266.82,B,B5,English Professor,10+ years,RENT,80000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,103xx,NY,13.22,0,Mar-2000,0,55,,17,0,14199,36.0,29,w,10299.59,10299.59,2927.03,2927.03,1700.41,1226.62,0.0,0.0,0.0,Feb-2019,266.82,Mar-2019,Feb-2019,0,55,1,Individual,,,,0,0,19591,0,1,0,1,22,5392,39,1,5,3105,37,39400,0,0,0,6,1306,21269,33.3,0,0,138,216,12,12,0,21,,20,74,1,6,9,7,9,6,16,23,9,17,0,0,0,1,86.2,28.6,0,0,53266,19591,31900,13866,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,9.92,678.65,B,B2,facility manager,3 years,MORTGAGE,110000,Source Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,619xx,IL,30.29,0,Dec-1997,0,,,18,0,28678,32.1,42,w,27251.68,27251.68,7447.51,7447.51,4748.32,2699.19,0.0,0.0,0.0,Feb-2019,678.65,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,152340,0,4,0,3,15,57825,63,0,1,11308,41,89400,2,6,2,5,8961,54143,34.5,0,0,143,243,23,15,4,23,,10,,0,7,8,9,12,22,13,16,8,18,0,0,0,0,100,11.1,0,0,282084,86503,82700,125484,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,6.07,304.54,A,A2,ATC,10+ years,MORTGAGE,170000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,302xx,GA,7.73,1,Mar-1997,0,16,,7,0,12897,51.6,29,w,7401.84,7401.84,3063.22,3063.22,2598.16,465.06,0.0,0.0,0.0,Feb-2019,304.54,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,311473,1,1,0,1,20,33950,,2,4,0,52,25000,0,10,2,6,44496,9000,0,0,0,151,252,3,3,4,3,16,12,16,0,0,1,1,11,8,5,17,1,7,0,0,0,3,96.6,0,0,0,342758,46847,9000,47758,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19000,19000,19000, 36 months,7.34,589.63,A,A4,Teacher,2 years,MORTGAGE,65000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,146xx,NY,16.34,0,Jul-2006,1,61,,8,0,8599,29.2,17,w,13630.22,13630.22,6462.69,6462.69,5369.78,1092.91,0.0,0.0,0.0,Feb-2019,589.63,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,143564,0,3,1,2,11,42864,85,0,1,7013,64,29400,0,0,2,4,17946,12387,36.1,0,0,74,140,18,11,1,18,61,2,61,0,1,2,3,8,6,4,10,2,8,0,0,0,1,94.1,0,0,0,174850,51463,19400,50699,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7800,7800,7800, 36 months,12.61,261.36,C,C1,Correctional officer,8 years,RENT,50000,Source Verified,Mar-2018,Current,n,,,medical,Medical expenses,993xx,WA,13.8,0,Dec-2009,0,,,6,0,2711,45.9,8,w,5719.63,5719.63,2869.5,2869.50,2080.37,789.13,0.0,0.0,0.0,Feb-2019,261.36,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,28911,0,2,0,1,13,26200,84,1,2,1306,78,5900,0,1,1,3,4819,194,87.1,0,0,99,67,11,11,0,26,,0,,1,1,2,1,2,3,4,5,2,6,0,0,0,1,87.5,100,0,0,37085,28911,1500,31185,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,10.9,261.54,B,B4,Cost Engineer,3 years,RENT,70000,Not Verified,Mar-2018,Current,n,,,other,Other,980xx,WA,9.31,0,Jan-2009,0,49,,4,0,44,1.7,8,w,5825.42,5825.42,2872.1,2872.10,2174.58,697.52,0.0,0.0,0.0,Feb-2019,261.54,Mar-2019,Feb-2019,0,,1,Individual,,,,0,56,14864,0,1,0,3,15,14820,84,0,0,44,73,2600,2,0,4,3,7432,2556,1.7,0,0,65,110,52,15,0,110,,2,49,0,1,1,1,2,4,3,4,1,4,0,0,0,0,87.5,0,0,0,20240,14864,2600,17640,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 36 months,7.96,438.46,A,A5,Sales Manager,10+ years,MORTGAGE,103000,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,615xx,IL,17.44,0,May-2001,0,,,7,0,49515,83.5,18,w,10069.85,10069.85,4816.87,4816.87,3930.15,886.72,0.0,0.0,0.0,Feb-2019,438.46,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,295168,0,1,0,0,40,19667,,0,1,9081,81,53300,0,0,0,1,49195,2519,83.5,0,0,117,149,15,15,5,72,,17,,0,2,3,2,3,5,3,6,3,7,0,0,0,0,100,50,0,0,334540,88214,15300,35915,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,12.61,268.06,C,C1,Roundabout Pusher,< 1 year,OWN,36000,Source Verified,Mar-2018,Current,n,,,house,Home buying,829xx,WY,23.83,0,Nov-2013,0,30,,6,0,1349,32.9,12,f,5866.73,5866.73,2943.06,2943.06,2133.27,809.79,0.0,0.0,0.0,Feb-2019,268.06,Mar-2019,Feb-2019,0,30,1,Individual,,,,0,0,27757,0,1,0,3,18,26408,88,2,3,441,82,4100,21,1,19,6,4626,2083,32.8,0,0,39,31,7,7,0,10,,1,,1,4,5,4,4,6,5,5,5,6,0,0,0,2,100,0,0,0,33985,27757,3100,29885,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,26.77,607.97,E,E5,Assembly package ,10+ years,RENT,30000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,802xx,CO,11.32,0,Feb-2007,0,54,,1,0,10957,91.3,13,w,18009.35,18009.35,6657.93,6657.93,1990.65,4667.28,0.0,0.0,0.0,Feb-2019,607.97,Mar-2019,Feb-2019,0,54,1,Individual,,,,0,0,10957,0,0,0,1,22,0,,0,0,10957,91,12000,0,2,0,1,10957,1043,91.3,0,0,133,132,79,22,0,132,,,54,1,1,1,1,3,7,1,6,1,1,0,0,0,0,100,100,0,0,12000,10957,12000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 36 months,11.98,531.28,B,B5,Manager,10+ years,MORTGAGE,70000,Verified,Mar-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,208xx,MD,12.26,1,May-2009,2,23,,18,0,10108,26.8,39,w,0.00,0.00,2645.75,2645.75,1895.20,750.55,0.0,0.0,0.0,Aug-2018,531.28,,Feb-2019,0,,1,Individual,,,,0,0,370025,3,3,5,6,7,10508,88,4,6,1577,42,37700,3,0,8,13,24668,14191,18.9,0,0,101,106,3,2,3,9,,1,,0,4,9,4,8,15,14,21,9,18,0,0,0,10,94.9,25,0,0,399109,20616,17500,12000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,14.07,684.24,C,C3,Senior Software Engineer,2 years,RENT,150000,Source Verified,Mar-2018,In Grace Period,n,,,small_business,Business,100xx,NY,1.1,3,May-2012,0,11,,4,0,384,16.7,7,w,15257.73,15257.73,6826.77,6826.77,4742.27,2084.50,0.0,0.0,0.0,Feb-2019,684.24,Mar-2019,Feb-2019,0,44,1,Individual,,,,0,0,833,0,1,0,0,33,449,17,0,0,373,17,2300,0,0,0,0,208,1916,16.7,0,0,59,70,34,33,0,34,11,,11,0,2,2,3,4,3,3,4,2,4,0,0,0,0,42.9,0,0,0,4880,833,2300,2580,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,6.07,213.18,A,A2,Senior Software Developer ,10+ years,MORTGAGE,110000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,617xx,IL,20.93,0,Jul-2005,0,,,15,0,10970,15.0,25,w,4994.30,4994.30,2342.62,2342.62,2005.70,336.92,0.0,0.0,0.0,Feb-2019,213.18,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,147722,0,3,1,3,9,27795,55,1,3,8014,31,73100,2,2,1,6,9848,44296,19.3,0,0,138,146,10,9,3,10,,9,,0,4,6,7,9,9,11,13,6,15,0,0,0,2,100,0,0,0,243309,38765,54900,50209,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,6.07,335,A,A2,Officer,4 years,RENT,81332,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,919xx,CA,17.29,0,Dec-1999,0,,,20,0,14685,26.7,27,w,7848.15,7848.15,3681.29,3681.29,3151.85,529.44,0.0,0.0,0.0,Feb-2019,335.0,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,52873,2,9,4,6,4,38188,84,0,1,4248,53,55100,2,4,1,7,2644,26596,25.7,0,0,78,219,16,4,0,45,,8,,0,4,8,5,8,11,11,16,8,20,0,0,0,4,100,0,0,0,100468,52873,35800,45368,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 36 months,9.92,483.45,B,B2,Division Administrative Assistant,10+ years,MORTGAGE,40000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,291xx,SC,13.82,1,Mar-2002,1,21,,21,0,3420,15.1,40,w,10724.52,10724.52,5498.98,5498.98,4275.48,1223.50,0.0,0.0,0.0,Feb-2019,500.0,Mar-2019,Feb-2019,0,58,1,Individual,,,,0,0,131960,2,1,1,1,11,7402,74,3,6,926,33,22600,2,0,5,7,7331,974,48.7,0,0,89,192,3,3,4,74,68,3,21,4,1,5,2,8,4,19,32,5,21,0,0,0,4,87.5,50,0,0,159800,10822,1900,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,7.34,359.32,A,A4,Analyst,3 years,MORTGAGE,96970,Source Verified,Mar-2018,Current,n,,,home_improvement,Home improvement,061xx,CT,12.66,0,Apr-2002,0,,,21,0,8551,5.4,29,w,15173.18,15173.18,3945.18,3945.18,2826.82,1118.36,0.0,0.0,0.0,Feb-2019,359.32,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,273812,2,2,0,1,14,48212,72,4,8,4801,14,158200,0,2,2,11,13691,142697,4.9,0,0,85,191,5,5,2,5,,7,,0,3,5,15,19,3,18,24,5,21,0,0,0,6,100,0,0,0,437976,56763,150000,60776,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,6.71,245.96,A,A3,Teacher,3 years,MORTGAGE,62000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,448xx,OH,14.21,0,Feb-1999,0,,58,11,1,7178,33.4,16,w,5723.57,5723.57,2702.58,2702.58,2276.43,426.15,0.0,0.0,0.0,Feb-2019,245.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,144513,2,2,0,1,22,21412,52,3,4,2559,46,21500,2,0,3,6,13138,3916,56.5,0,0,138,229,4,4,1,11,,7,,0,2,7,3,5,3,8,12,7,11,0,0,0,4,100,33.3,1,0,179581,28590,9000,40910,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,1000,1000,1000, 36 months,23.87,39.17,E,E2,,n/a,RENT,21000,Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,967xx,HI,20.91,0,Jan-2004,0,,,4,0,2749,48.2,8,f,765.54,765.54,429.54,429.54,234.46,195.08,0.0,0.0,0.0,Feb-2019,39.17,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,12017,1,1,0,0,28,9268,71,1,1,0,64,5700,0,2,0,1,3004,,,0,0,159,170,1,1,0,,,,,0,0,3,0,0,4,3,4,3,4,0,0,0,1,100,,0,0,18678,12017,0,12978,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 36 months,6.71,1229.79,A,A3,Owner/Operator,10+ years,MORTGAGE,50000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,662xx,KS,65.36,0,Nov-2000,1,,,13,0,92739,76.6,22,w,28617.97,28617.97,13512.78,13512.78,11382.03,2130.75,0.0,0.0,0.0,Feb-2019,1229.79,Mar-2019,Feb-2019,0,,1,Joint App,215000,19.2,Not Verified,0,0,277376,1,1,0,0,39,20399,,1,3,17643,77,143300,0,0,3,3,21337,19068,79.4,0,0,129,208,3,3,1,22,,1,,0,6,8,7,10,4,11,17,8,13,0,0,0,1,100,57.1,0,0,455905,113138,92600,44605,93074,Jun-2002,1,1,18,62.1,1,20,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7300,7300,7300, 36 months,9.92,235.28,B,B2,Billing Analyst,4 years,OWN,36000,Source Verified,Mar-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,481xx,MI,16.07,0,Dec-2003,1,77,96,9,1,6945,26.8,29,w,0.00,0.00,7546.6693855611,7546.67,7300.00,246.67,0.0,0.0,0.0,Jul-2018,6864.96,,Jul-2018,0,,1,Individual,,,,0,0,15291,1,1,0,3,13,8346,60,2,4,6349,39,25900,2,0,2,7,1699,3955,63.7,0,0,123,171,6,6,0,11,77,1,77,0,2,2,2,9,9,8,20,2,9,0,0,0,2,89.7,50,1,0,39747,15291,10900,13847,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,9975, 36 months,6.07,304.54,A,A2,MAINTENANCE,< 1 year,MORTGAGE,32000,Source Verified,Mar-2018,Fully Paid,n,,,other,Other,484xx,MI,7.31,0,Oct-2011,0,,101,11,1,5352,14.0,15,f,0.00,0.00,10437.16846095,10411.08,10000.00,437.17,0.0,0.0,0.0,Jan-2019,7416.67,,Feb-2019,0,,1,Individual,,,,0,0,5352,1,0,0,1,17,0,,1,4,1933,14,38100,1,0,1,5,487,20740,17,0,0,63,77,6,6,0,6,,11,,0,4,6,6,7,2,11,13,6,11,0,0,0,1,100,0,1,0,38100,5352,25000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12900,12900,12900, 60 months,12.61,290.95,C,C1,,n/a,MORTGAGE,9700,Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,346xx,FL,240.72,0,Dec-1989,0,,,23,0,18270,27.4,40,w,11097.98,11097.98,3191.41,3191.41,1802.02,1389.39,0.0,0.0,0.0,Feb-2019,290.95,Mar-2019,Feb-2019,0,,1,Joint App,82200,39.5,Verified,0,0,307586,3,3,2,4,1,105429,101,2,3,12114,41,67000,0,5,0,8,13373,29169,31.9,0,0,124,339,1,1,2,1,,14,,0,5,8,11,12,15,19,23,8,23,0,0,0,4,100,9.1,0,0,369327,123699,42700,109469,40245,Dec-1989,0,6,30,29.3,4,35,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,15.04,138.74,C,C4,Sales Consultant,3 years,RENT,97000,Not Verified,Mar-2018,Fully Paid,n,,,credit_card,Credit card refinancing,201xx,VA,17.91,1,Dec-2000,0,11,,18,0,21233,74.5,30,w,0.00,0.00,4395.796069803,4395.80,4000.00,395.80,0.0,0.0,0.0,Nov-2018,3427.96,,Feb-2019,0,43,1,Individual,,,,0,0,45802,0,2,0,2,17,22405,69,0,1,5770,72,28500,1,1,1,3,3272,4089,80.2,0,0,92,207,16,16,2,37,,11,,1,6,9,9,12,9,14,17,9,18,0,0,0,0,89.7,57.1,0,0,63845,45802,20700,32389,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,13.58,679.48,C,C2, Landscape specials,8 years,OWN,75000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,850xx,AZ,4.31,0,Nov-2014,0,,,8,0,7458,39.5,11,f,14723.54,14723.54,7459.19,7459.19,5276.46,2182.73,0.0,0.0,0.0,Feb-2019,679.48,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,7458,1,0,0,1,15,0,,3,7,3319,40,18900,4,0,6,8,932,4445,51.2,0,0,15,40,2,2,0,2,,0,,0,3,7,3,3,1,8,10,7,8,0,0,0,3,100,33.3,0,0,18900,7458,9100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10800,10800,10800, 36 months,6.71,332.05,A,A3,Teacher,3 years,OWN,105000,Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,076xx,NJ,12.62,0,Feb-1998,1,,,8,0,8867,9.9,23,w,7726.77,7726.77,3626.82,3626.82,3073.23,553.59,0.0,0.0,0.0,Feb-2019,332.05,Mar-2019,Feb-2019,0,,1,Joint App,146000,15.5,Source Verified,0,558,300187,1,1,1,1,2,30421,99,0,0,5924,33,127000,1,0,4,1,42884,118133,9.9,0,0,2,241,29,2,3,29,,1,,0,2,2,4,11,1,5,19,2,8,0,0,0,1,100,0,0,0,584549,39288,127000,30690,16947,May-2016,4,0,8,42.5,1,7,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,14.07,279.66,C,C3,Policeman,9 years,MORTGAGE,81000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,774xx,TX,16.25,1,Oct-2007,0,17,,14,0,19276,51.3,23,w,10378.90,10378.90,3066.88,3066.88,1621.10,1445.78,0.0,0.0,0.0,Feb-2019,279.66,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,261669,2,1,0,0,30,19598,64,2,3,4701,57,37600,0,2,0,4,21806,7349,60.7,0,0,125,117,3,3,2,34,,20,17,0,4,10,6,7,8,12,13,10,14,0,0,0,2,91.3,50,0,0,297506,38874,18700,30701,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2500,2500,2500, 36 months,10.41,81.16,B,B3,PARTS ASSISTANT MANAGER,10+ years,RENT,62000,Source Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,160xx,PA,23.02,0,Apr-1998,0,32,,15,0,4211,45.3,28,w,1816.68,1816.68,891.31,891.31,683.32,207.99,0.0,0.0,0.0,Feb-2019,81.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,29512,0,5,2,6,9,25301,69,0,1,454,64,9300,3,9,2,7,2108,754,49.7,0,0,153,239,24,9,1,70,32,10,32,0,2,8,3,3,16,9,10,8,15,0,0,0,2,92.9,0,0,0,45976,29512,1500,36676,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,5.31,285.21,A,A1,Registered nurse,< 1 year,MORTGAGE,98000,Not Verified,Mar-2018,Current,n,,,credit_card,Credit card refinancing,249xx,WV,11.01,0,Dec-2001,0,,,10,0,12881,56.7,26,w,12538.84,12538.84,3138.54,3138.54,2461.16,677.38,0.0,0.0,0.0,Feb-2019,290.86,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,179217,0,3,1,3,12,31932,78,2,2,4099,70,22700,1,1,2,5,17922,8819,59.4,0,0,115,195,8,8,3,8,,10,,0,5,5,5,8,10,6,13,5,10,0,0,0,3,100,40,0,0,217993,44813,21700,41137,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 36 months,5.31,451.66,A,A1,Training Specialist,10+ years,MORTGAGE,97900,Not Verified,Mar-2018,Current,n,,,debt_consolidation,Debt consolidation,970xx,OR,8.23,0,Dec-2009,0,,112,8,1,10357,27.6,13,w,10666.84,10666.84,4963.84,4963.84,4333.16,630.68,0.0,0.0,0.0,Feb-2019,451.66,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,458517,0,3,1,2,8,60640,68,1,1,5868,46,37500,2,2,3,4,57315,10632,35.6,0,0,67,99,8,8,1,67,,11,,0,1,1,2,4,5,4,7,2,8,0,0,0,3,100,0,1,0,494922,70997,16500,66222,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,32000,32000,32000, 36 months,11.98,1062.56,B,B5,Adjuster,2 years,MORTGAGE,49351,Source Verified,Mar-2018,Fully Paid,n,,,credit_card,Credit card refinancing,300xx,GA,31.62,0,May-2006,0,,,8,0,31629,61.2,15,w,0.00,0.00,33169.1626656364,33169.16,32000.00,1169.16,0.0,0.0,0.0,Jul-2018,30045.37,,Jul-2018,0,,1,Joint App,95951,19.85,Source Verified,0,0,115234,0,1,0,0,32,2288,15,1,2,10604,51,51700,0,1,0,2,14404,20071,61.2,0,0,129,142,9,9,3,9,,,,0,4,4,6,7,4,6,8,4,8,0,0,0,1,100,50,0,0,164850,33917,51700,15400,43486,Sep-2006,0,3,6,67.4,0,6,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,26250,26250,26250, 60 months,12.62,592.18,C,C1,,n/a,OWN,15000,Verified,Mar-2018,In Grace Period,n,,,debt_consolidation,Debt consolidation,622xx,IL,43.44,0,Feb-1985,0,,,10,0,10634,18.5,18,w,22945.15,22945.15,5903.4,5903.40,3304.85,2598.55,0.0,0.0,0.0,Feb-2019,592.18,Mar-2019,Feb-2019,0,,1,Joint App,75000,20.13,Verified,0,0,21012,1,1,0,1,19,10378,65,1,1,331,29,57600,0,2,0,2,2335,13169,2.5,0,0,149,396,6,6,1,260,,,,0,1,3,1,4,3,9,14,3,10,0,0,0,1,100,0,0,0,73600,21012,13500,16000,8906,Mar-2006,0,0,3,103.5,2,4,0,1,8,N,,,,,,,,,,,,,,,Cash,N,,,,,,
